Masses	Intensities
607.889	0.6679e0
607.926	0.7097e0
607.963	0.6592e0
608.000	0.6777e0
608.037	0.7333e0
608.074	0.7104e0
608.111	0.6761e0
608.148	0.6723e0
608.185	0.7159e0
608.222	0.7128e0
608.259	0.7786e0
608.296	0.7304e0
608.333	0.7737e0
608.370	0.7475e0
608.407	0.7380e0
608.444	0.7141e0
608.481	0.7078e0
608.519	0.6956e0
608.556	0.6343e0
608.593	0.6828e0
608.630	0.7010e0
608.667	0.7037e0
608.704	0.6986e0
608.741	0.7030e0
608.778	0.6764e0
608.815	0.6603e0
608.852	0.7010e0
608.889	0.7041e0
608.926	0.6955e0
608.963	0.6851e0
609.000	0.6833e0
609.037	0.7443e0
609.074	0.7321e0
609.111	0.6893e0
609.148	0.7226e0
609.185	0.6760e0
609.222	0.6622e0
609.259	0.6059e0
609.296	0.6249e0
609.333	0.6343e0
609.370	0.6271e0
609.407	0.6606e0
609.444	0.7058e0
609.481	0.7091e0
609.519	0.7370e0
609.556	0.7090e0
609.593	0.6890e0
609.630	0.6836e0
609.667	0.6830e0
609.704	0.6650e0
609.741	0.6478e0
609.778	0.7132e0
609.815	0.7095e0
609.852	0.6780e0
609.889	0.7325e0
609.926	0.6598e0
609.963	0.6327e0
610.000	0.6223e0
610.037	0.6576e0
610.074	0.7285e0
610.111	0.7038e0
610.148	0.7362e0
610.185	0.7741e0
610.222	0.7667e0
610.259	0.7362e0
610.296	0.7308e0
610.333	0.7084e0
610.370	0.7822e0
610.407	0.7610e0
610.444	0.6884e0
610.481	0.7054e0
610.519	0.7145e0
610.556	0.7042e0
610.593	0.7461e0
610.630	0.6847e0
610.667	0.6802e0
610.704	0.6841e0
610.741	0.7103e0
610.778	0.7444e0
610.815	0.6810e0
610.852	0.6605e0
610.889	0.6625e0
610.926	0.7339e0
610.963	0.7026e0
611.000	0.7186e0
611.037	0.7451e0
611.074	0.6736e0
611.111	0.7030e0
611.148	0.6394e0
611.185	0.6402e0
611.222	0.6738e0
611.259	0.6543e0
611.296	0.6027e0
611.333	0.6607e0
611.370	0.6772e0
611.407	0.6659e0
611.444	0.6843e0
611.481	0.6471e0
611.519	0.6986e0
611.556	0.6754e0
611.593	0.6853e0
611.630	0.6974e0
611.667	0.7105e0
611.704	0.6927e0
611.741	0.7491e0
611.778	0.6967e0
611.815	0.6645e0
611.852	0.7392e0
611.889	0.7007e0
611.926	0.7888e0
611.963	0.6992e0
612.000	0.6676e0
612.037	0.7046e0
612.074	0.6453e0
612.111	0.6832e0
612.148	0.6712e0
612.185	0.6603e0
612.222	0.7344e0
612.259	0.7055e0
612.296	0.7216e0
612.333	0.6681e0
612.370	0.6654e0
612.407	0.6426e0
612.444	0.6500e0
612.481	0.6748e0
612.519	0.6689e0
612.556	0.6803e0
612.593	0.7005e0
612.630	0.7267e0
612.667	0.7276e0
612.704	0.7102e0
612.741	0.7254e0
612.778	0.7129e0
612.815	0.6749e0
612.852	0.6959e0
612.889	0.7261e0
612.926	0.7022e0
612.963	0.7891e0
613.000	0.7586e0
613.037	0.7244e0
613.074	0.7405e0
613.111	0.7266e0
613.148	0.6696e0
613.185	0.6709e0
613.222	0.6549e0
613.259	0.6603e0
613.296	0.6990e0
613.333	0.7341e0
613.370	0.7470e0
613.407	0.7455e0
613.444	0.7518e0
613.481	0.7537e0
613.519	0.8240e0
613.556	0.7082e0
613.593	0.6948e0
613.630	0.7962e0
613.667	0.7435e0
613.704	0.7466e0
613.741	0.7114e0
613.778	0.6858e0
613.815	0.6511e0
613.852	0.6029e0
613.889	0.6147e0
613.926	0.6035e0
613.963	0.6529e0
614.000	0.6740e0
614.037	0.6742e0
614.074	0.6945e0
614.111	0.6840e0
614.148	0.6868e0
614.185	0.6609e0
614.222	0.7029e0
614.259	0.6902e0
614.296	0.6672e0
614.333	0.6606e0
614.370	0.7067e0
614.407	0.7122e0
614.444	0.6935e0
614.481	0.7012e0
614.519	0.7452e0
614.556	0.7088e0
614.593	0.8017e0
614.630	0.7673e0
614.667	0.7014e0
614.704	0.7151e0
614.741	0.6768e0
614.778	0.7201e0
614.815	0.7558e0
614.852	0.7229e0
614.889	0.7388e0
614.926	0.7311e0
614.963	0.6504e0
615.000	0.7181e0
615.037	0.6473e0
615.074	0.6924e0
615.111	0.7188e0
615.148	0.7130e0
615.185	0.6397e0
615.222	0.6653e0
615.259	0.7284e0
615.296	0.7081e0
615.333	0.7012e0
615.370	0.6877e0
615.407	0.6746e0
615.444	0.6900e0
615.481	0.7043e0
615.519	0.6875e0
615.556	0.8165e0
615.593	0.7100e0
615.630	0.6901e0
615.667	0.7000e0
615.704	0.7135e0
615.741	0.7520e0
615.778	0.6983e0
615.815	0.6738e0
615.852	0.7590e0
615.889	0.6786e0
615.926	0.7218e0
615.963	0.7028e0
616.000	0.6966e0
616.037	0.7446e0
616.074	0.6603e0
616.111	0.7703e0
616.148	0.7671e0
616.185	0.7092e0
616.222	0.7265e0
616.259	0.7190e0
616.296	0.6895e0
616.333	0.6584e0
616.370	0.7172e0
616.407	0.6933e0
616.444	0.6850e0
616.481	0.7143e0
616.519	0.7204e0
616.556	0.6608e0
616.593	0.6759e0
616.630	0.6933e0
616.667	0.6534e0
616.704	0.6819e0
616.741	0.6557e0
616.778	0.6634e0
616.815	0.6877e0
616.852	0.6891e0
616.889	0.6868e0
616.926	0.6827e0
616.963	0.6919e0
617.000	0.6418e0
617.037	0.6745e0
617.074	0.6360e0
617.111	0.7204e0
617.148	0.6395e0
617.185	0.6000e0
617.222	0.6245e0
617.259	0.7232e0
617.296	0.7790e0
617.333	0.7159e0
617.370	0.7231e0
617.407	0.7416e0
617.444	0.7374e0
617.481	0.7131e0
617.519	0.6998e0
617.556	0.7406e0
617.593	0.7731e0
617.630	0.7483e0
617.667	0.7846e0
617.704	0.7162e0
617.741	0.6846e0
617.778	0.6638e0
617.815	0.6228e0
617.852	0.6415e0
617.889	0.6408e0
617.926	0.6997e0
617.963	0.6961e0
618.000	0.7510e0
618.037	0.7928e0
618.074	0.7932e0
618.111	0.7657e0
618.148	0.7554e0
618.185	0.7135e0
618.222	0.6568e0
618.259	0.7277e0
618.296	0.6850e0
618.333	0.7151e0
618.370	0.6788e0
618.407	0.6883e0
618.444	0.7042e0
618.481	0.7729e0
618.519	0.6901e0
618.556	0.6528e0
618.593	0.6666e0
618.630	0.6789e0
618.667	0.7285e0
618.704	0.7414e0
618.741	0.7173e0
618.778	0.7293e0
618.815	0.8024e0
618.852	0.7453e0
618.889	0.7423e0
618.926	0.7283e0
618.963	0.7127e0
619.000	0.6801e0
619.037	0.6766e0
619.074	0.6787e0
619.111	0.6489e0
619.148	0.6354e0
619.185	0.6955e0
619.222	0.6216e0
619.259	0.6574e0
619.296	0.6550e0
619.333	0.6850e0
619.370	0.7199e0
619.407	0.6965e0
619.444	0.6889e0
619.481	0.7530e0
619.519	0.7418e0
619.556	0.7334e0
619.593	0.6951e0
619.630	0.6864e0
619.667	0.6940e0
619.704	0.6549e0
619.741	0.6873e0
619.778	0.6873e0
619.815	0.7013e0
619.852	0.6272e0
619.889	0.5942e0
619.926	0.6102e0
619.963	0.5821e0
620.000	0.6045e0
620.037	0.7097e0
620.074	0.7029e0
620.111	0.7007e0
620.148	0.6594e0
620.185	0.6532e0
620.222	0.6575e0
620.259	0.7012e0
620.296	0.7168e0
620.333	0.7601e0
620.370	0.7135e0
620.407	0.7197e0
620.444	0.7173e0
620.481	0.7219e0
620.519	0.7175e0
620.556	0.7456e0
620.593	0.6761e0
620.630	0.6977e0
620.667	0.7485e0
620.704	0.6806e0
620.741	0.6780e0
620.778	0.7440e0
620.815	0.7530e0
620.852	0.7823e0
620.889	0.7677e0
620.926	0.7216e0
620.963	0.6680e0
621.000	0.6739e0
621.037	0.6830e0
621.074	0.6858e0
621.111	0.7036e0
621.148	0.6326e0
621.185	0.7481e0
621.222	0.7694e0
621.259	0.6854e0
621.296	0.7209e0
621.333	0.7293e0
621.370	0.6917e0
621.407	0.6604e0
621.444	0.6844e0
621.481	0.7196e0
621.519	0.6850e0
621.556	0.7077e0
621.593	0.6981e0
621.630	0.6905e0
621.667	0.6756e0
621.704	0.6275e0
621.741	0.6302e0
621.778	0.6176e0
621.815	0.6319e0
621.852	0.5990e0
621.889	0.6608e0
621.926	0.6648e0
621.963	0.6830e0
622.000	0.6794e0
622.037	0.6881e0
622.074	0.6735e0
622.111	0.6951e0
622.148	0.6659e0
622.185	0.6855e0
622.222	0.7262e0
622.259	0.7290e0
622.296	0.7065e0
622.333	0.7184e0
622.370	0.7748e0
622.407	0.7484e0
622.444	0.6888e0
622.481	0.7156e0
622.519	0.6704e0
622.556	0.7466e0
622.593	0.7931e0
622.630	0.7436e0
622.667	0.7098e0
622.704	0.7658e0
622.741	0.7384e0
622.778	0.6814e0
622.815	0.6496e0
622.852	0.6624e0
622.889	0.6388e0
622.926	0.6388e0
622.963	0.6464e0
623.000	0.6436e0
623.037	0.6054e0
623.074	0.6108e0
623.111	0.6725e0
623.148	0.6630e0
623.185	0.6399e0
623.222	0.6915e0
623.259	0.6251e0
623.296	0.6929e0
623.333	0.7060e0
623.370	0.7363e0
623.407	0.7479e0
623.444	0.7464e0
623.481	0.7095e0
623.519	0.7090e0
623.556	0.7616e0
623.593	0.7586e0
623.630	0.7501e0
623.667	0.7338e0
623.704	0.7295e0
623.741	0.7215e0
623.778	0.7267e0
623.815	0.7545e0
623.852	0.7227e0
623.889	0.6802e0
623.926	0.7480e0
623.963	0.7661e0
624.000	0.6619e0
624.037	0.6963e0
624.074	0.6553e0
624.111	0.7362e0
624.148	0.7104e0
624.185	0.6730e0
624.222	0.6507e0
624.259	0.6742e0
624.296	0.6291e0
624.333	0.6644e0
624.370	0.6669e0
624.407	0.6670e0
624.444	0.6587e0
624.481	0.6634e0
624.519	0.7040e0
624.556	0.6503e0
624.593	0.6888e0
624.630	0.6584e0
624.667	0.6725e0
624.704	0.7160e0
624.741	0.7256e0
624.778	0.7129e0
624.815	0.6941e0
624.852	0.7166e0
624.889	0.6699e0
624.926	0.6385e0
624.963	0.6590e0
625.000	0.6899e0
625.037	0.6814e0
625.074	0.7055e0
625.111	0.6959e0
625.148	0.7407e0
625.185	0.7144e0
625.222	0.6912e0
625.259	0.7305e0
625.296	0.7334e0
625.333	0.7021e0
625.370	0.7216e0
625.407	0.7680e0
625.444	0.8095e0
625.481	0.8219e0
625.519	0.7729e0
625.556	0.7246e0
625.593	0.7036e0
625.630	0.6878e0
625.667	0.7378e0
625.704	0.6724e0
625.741	0.6509e0
625.778	0.6808e0
625.815	0.7078e0
625.852	0.6647e0
625.889	0.7159e0
625.926	0.6884e0
625.963	0.6995e0
626.000	0.6928e0
626.037	0.6493e0
626.074	0.6837e0
626.111	0.6401e0
626.148	0.6642e0
626.185	0.6596e0
626.222	0.6292e0
626.259	0.6818e0
626.296	0.7259e0
626.333	0.6643e0
626.370	0.6785e0
626.407	0.6934e0
626.444	0.7178e0
626.481	0.7101e0
626.519	0.7184e0
626.556	0.7168e0
626.593	0.7239e0
626.630	0.7370e0
626.667	0.7448e0
626.704	0.7448e0
626.741	0.6724e0
626.778	0.6849e0
626.815	0.6428e0
626.852	0.6500e0
626.889	0.6961e0
626.926	0.6419e0
626.963	0.6824e0
627.000	0.7161e0
627.037	0.6985e0
627.074	0.6562e0
627.111	0.6148e0
627.148	0.6820e0
627.185	0.7180e0
627.222	0.7250e0
627.259	0.7035e0
627.296	0.6912e0
627.333	0.6740e0
627.370	0.6497e0
627.407	0.7217e0
627.444	0.7826e0
627.481	0.7137e0
627.519	0.6209e0
627.556	0.6945e0
627.593	0.6383e0
627.630	0.6235e0
627.667	0.6155e0
627.704	0.6712e0
627.741	0.6367e0
627.778	0.6593e0
627.815	0.6722e0
627.852	0.6974e0
627.889	0.7455e0
627.926	0.7354e0
627.963	0.7214e0
628.000	0.6944e0
628.037	0.7661e0
628.074	0.6906e0
628.111	0.6825e0
628.148	0.7270e0
628.185	0.7191e0
628.222	0.7144e0
628.259	0.6937e0
628.296	0.7225e0
628.333	0.7649e0
628.370	0.7826e0
628.407	0.6984e0
628.444	0.7350e0
628.481	0.7346e0
628.519	0.6961e0
628.556	0.7008e0
628.593	0.7620e0
628.630	0.7756e0
628.667	0.7358e0
628.704	0.7544e0
628.741	0.7376e0
628.778	0.7175e0
628.815	0.6849e0
628.852	0.6100e0
628.889	0.6651e0
628.926	0.6276e0
628.963	0.6431e0
629.000	0.6613e0
629.037	0.6984e0
629.074	0.6584e0
629.111	0.6789e0
629.148	0.6333e0
629.185	0.6280e0
629.222	0.6186e0
629.259	0.7158e0
629.296	0.7017e0
629.333	0.7251e0
629.370	0.7511e0
629.407	0.7129e0
629.444	0.7360e0
629.481	0.6869e0
629.519	0.6728e0
629.556	0.6741e0
629.593	0.7184e0
629.630	0.6664e0
629.667	0.6992e0
629.704	0.6851e0
629.741	0.6856e0
629.778	0.7030e0
629.815	0.7193e0
629.852	0.6601e0
629.889	0.7605e0
629.926	0.7062e0
629.963	0.7547e0
630.000	0.8055e0
630.037	0.6631e0
630.074	0.7211e0
630.111	0.7550e0
630.148	0.7271e0
630.185	0.7322e0
630.222	0.6677e0
630.259	0.6486e0
630.296	0.6526e0
630.333	0.6859e0
630.370	0.6873e0
630.407	0.6343e0
630.444	0.6516e0
630.481	0.7035e0
630.519	0.7450e0
630.556	0.7062e0
630.593	0.6387e0
630.630	0.6465e0
630.667	0.6847e0
630.704	0.6262e0
630.741	0.7012e0
630.778	0.6917e0
630.815	0.6751e0
630.852	0.7105e0
630.889	0.6884e0
630.926	0.7062e0
630.963	0.7313e0
631.000	0.6798e0
631.037	0.6782e0
631.074	0.7498e0
631.111	0.7138e0
631.148	0.6788e0
631.185	0.7032e0
631.222	0.6685e0
631.259	0.7084e0
631.296	0.7200e0
631.333	0.7247e0
631.370	0.7609e0
631.407	0.7674e0
631.444	0.7213e0
631.481	0.7865e0
631.519	0.7795e0
631.556	0.7099e0
631.593	0.7054e0
631.630	0.6714e0
631.667	0.6893e0
631.704	0.6383e0
631.741	0.6691e0
631.778	0.7066e0
631.815	0.7522e0
631.852	0.7278e0
631.889	0.7155e0
631.926	0.6796e0
631.963	0.6788e0
632.000	0.6360e0
632.037	0.6527e0
632.074	0.8212e0
632.111	0.6397e0
632.148	0.6846e0
632.185	0.6945e0
632.222	0.6997e0
632.259	0.7097e0
632.296	0.6418e0
632.333	0.6854e0
632.370	0.6891e0
632.407	0.6995e0
632.444	0.6710e0
632.481	0.6760e0
632.519	0.7088e0
632.556	0.7244e0
632.593	0.7295e0
632.630	0.7282e0
632.667	0.7231e0
632.704	0.7137e0
632.741	0.7174e0
632.778	0.6965e0
632.815	0.7832e0
632.852	0.7193e0
632.889	0.6796e0
632.926	0.7076e0
632.963	0.7242e0
633.000	0.6916e0
633.037	0.6582e0
633.074	0.7332e0
633.111	0.6582e0
633.148	0.7120e0
633.185	0.6821e0
633.222	0.7248e0
633.259	0.7351e0
633.296	0.7419e0
633.333	0.7542e0
633.370	0.6694e0
633.407	0.6795e0
633.444	0.6705e0
633.481	0.6462e0
633.519	0.6954e0
633.556	0.6332e0
633.593	0.6777e0
633.630	0.6916e0
633.667	0.7156e0
633.704	0.7086e0
633.741	0.7249e0
633.778	0.6907e0
633.815	0.6940e0
633.852	0.6976e0
633.889	0.6485e0
633.926	0.6722e0
633.963	0.7190e0
634.000	0.7393e0
634.037	0.6893e0
634.074	0.7327e0
634.111	0.7545e0
634.148	0.8428e0
634.185	0.7265e0
634.222	0.7280e0
634.259	0.7117e0
634.296	0.6754e0
634.333	0.6759e0
634.370	0.6576e0
634.407	0.7154e0
634.444	0.7195e0
634.481	0.6689e0
634.519	0.6944e0
634.556	0.6816e0
634.593	0.6452e0
634.630	0.7053e0
634.667	0.7256e0
634.704	0.7313e0
634.741	0.6571e0
634.778	0.6732e0
634.815	0.6362e0
634.852	0.7296e0
634.889	0.5984e0
634.926	0.6439e0
634.963	0.6542e0
635.000	0.7590e0
635.037	0.6859e0
635.074	0.6684e0
635.111	0.7171e0
635.148	0.6657e0
635.185	0.6728e0
635.222	0.7006e0
635.259	0.6857e0
635.296	0.6897e0
635.333	0.7276e0
635.370	0.7215e0
635.407	0.7423e0
635.444	0.7104e0
635.481	0.6864e0
635.519	0.7074e0
635.556	0.7346e0
635.593	0.7405e0
635.630	0.7240e0
635.667	0.7004e0
635.704	0.7093e0
635.741	0.7566e0
635.778	0.7569e0
635.815	0.6918e0
635.852	0.7163e0
635.889	0.7154e0
635.926	0.6409e0
635.963	0.7014e0
636.000	0.7145e0
636.037	0.6478e0
636.074	0.7476e0
636.111	0.7031e0
636.148	0.6958e0
636.185	0.7632e0
636.222	0.6852e0
636.259	0.7330e0
636.296	0.7252e0
636.333	0.6408e0
636.370	0.6356e0
636.407	0.6603e0
636.444	0.7505e0
636.481	0.7089e0
636.519	0.7007e0
636.556	0.7676e0
636.593	0.7002e0
636.630	0.7105e0
636.667	0.6814e0
636.704	0.6893e0
636.741	0.7020e0
636.778	0.7786e0
636.815	0.7055e0
636.852	0.6921e0
636.889	0.7215e0
636.926	0.7023e0
636.963	0.6885e0
637.000	0.6915e0
637.037	0.7103e0
637.074	0.7422e0
637.111	0.6882e0
637.148	0.6652e0
637.185	0.7106e0
637.222	0.7152e0
637.259	0.6782e0
637.296	0.6715e0
637.333	0.6563e0
637.370	0.6611e0
637.407	0.7180e0
637.444	0.7055e0
637.481	0.6937e0
637.519	0.6844e0
637.556	0.6854e0
637.593	0.7298e0
637.630	0.7343e0
637.667	0.7724e0
637.704	0.7729e0
637.741	0.7489e0
637.778	0.7149e0
637.815	0.7059e0
637.852	0.7276e0
637.889	0.7205e0
637.926	0.6683e0
637.963	0.6744e0
638.000	0.7293e0
638.037	0.6894e0
638.074	0.6649e0
638.111	0.6182e0
638.148	0.6410e0
638.185	0.6910e0
638.222	0.6547e0
638.259	0.7126e0
638.296	0.7337e0
638.333	0.7106e0
638.370	0.7158e0
638.407	0.6572e0
638.444	0.6893e0
638.481	0.7150e0
638.519	0.7123e0
638.556	0.6946e0
638.593	0.6510e0
638.630	0.7065e0
638.667	0.7435e0
638.704	0.6797e0
638.741	0.7128e0
638.778	0.7030e0
638.815	0.7235e0
638.852	0.6968e0
638.889	0.7120e0
638.926	0.7283e0
638.963	0.7338e0
639.000	0.7463e0
639.037	0.7029e0
639.074	0.7489e0
639.111	0.7088e0
639.148	0.7536e0
639.185	0.8076e0
639.222	0.7367e0
639.259	0.7689e0
639.296	0.7410e0
639.333	0.7075e0
639.370	0.7457e0
639.407	0.6245e0
639.444	0.6377e0
639.481	0.6484e0
639.519	0.6417e0
639.556	0.6653e0
639.593	0.6610e0
639.630	0.6884e0
639.667	0.7170e0
639.704	0.6598e0
639.741	0.6899e0
639.778	0.7235e0
639.815	0.7115e0
639.852	0.7747e0
639.889	0.7428e0
639.926	0.7009e0
639.963	0.7378e0
640.000	0.7334e0
640.037	0.7198e0
640.074	0.7246e0
640.111	0.7134e0
640.148	0.7006e0
640.185	0.6658e0
640.222	0.6795e0
640.259	0.6645e0
640.296	0.7241e0
640.333	0.6909e0
640.370	0.7199e0
640.407	0.6932e0
640.444	0.6939e0
640.481	0.6924e0
640.519	0.7114e0
640.556	0.7341e0
640.593	0.6852e0
640.630	0.7008e0
640.667	0.7175e0
640.704	0.7195e0
640.741	0.6940e0
640.778	0.7652e0
640.815	0.7283e0
640.852	0.7172e0
640.889	0.7217e0
640.926	0.6875e0
640.963	0.6669e0
641.000	0.6731e0
641.037	0.6973e0
641.074	0.7228e0
641.111	0.6830e0
641.148	0.7250e0
641.185	0.7091e0
641.222	0.7144e0
641.259	0.6914e0
641.296	0.7677e0
641.333	0.7041e0
641.370	0.7122e0
641.407	0.6786e0
641.444	0.6603e0
641.481	0.6928e0
641.519	0.6688e0
641.556	0.7084e0
641.593	0.7067e0
641.630	0.7306e0
641.667	0.7214e0
641.704	0.7145e0
641.741	0.7062e0
641.778	0.7190e0
641.815	0.6916e0
641.852	0.7568e0
641.889	0.8192e0
641.926	0.7868e0
641.963	0.7258e0
642.000	0.7930e0
642.037	0.6758e0
642.074	0.6409e0
642.111	0.6928e0
642.148	0.6855e0
642.185	0.6860e0
642.222	0.6321e0
642.259	0.6627e0
642.296	0.6911e0
642.333	0.6949e0
642.370	0.6533e0
642.407	0.6207e0
642.444	0.6538e0
642.481	0.6268e0
642.519	0.6928e0
642.556	0.6801e0
642.593	0.6834e0
642.630	0.6711e0
642.667	0.6308e0
642.704	0.6874e0
642.741	0.7047e0
642.778	0.6798e0
642.815	0.6709e0
642.852	0.7218e0
642.889	0.6905e0
642.926	0.7360e0
642.963	0.6875e0
643.000	0.7007e0
643.037	0.7147e0
643.074	0.6967e0
643.111	0.7176e0
643.148	0.7104e0
643.185	0.7071e0
643.222	0.6703e0
643.259	0.7045e0
643.296	0.6622e0
643.333	0.7070e0
643.370	0.6767e0
643.407	0.7055e0
643.444	0.7145e0
643.481	0.6992e0
643.519	0.7477e0
643.556	0.6658e0
643.593	0.6689e0
643.630	0.7558e0
643.667	0.7324e0
643.704	0.6944e0
643.741	0.7336e0
643.778	0.7589e0
643.815	0.6691e0
643.852	0.7015e0
643.889	0.7092e0
643.926	0.7047e0
643.963	0.6761e0
644.000	0.7170e0
644.037	0.7143e0
644.074	0.6940e0
644.111	0.7387e0
644.148	0.6560e0
644.185	0.6846e0
644.222	0.6847e0
644.259	0.6933e0
644.296	0.7194e0
644.333	0.7401e0
644.370	0.7771e0
644.407	0.7563e0
644.444	0.7576e0
644.481	0.7231e0
644.519	0.7289e0
644.556	0.6759e0
644.593	0.7146e0
644.630	0.7479e0
644.667	0.7457e0
644.704	0.7400e0
644.741	0.6960e0
644.778	0.6983e0
644.815	0.6802e0
644.852	0.7050e0
644.889	0.6931e0
644.926	0.6538e0
644.963	0.6237e0
645.000	0.6527e0
645.037	0.6527e0
645.074	0.7451e0
645.111	0.7046e0
645.148	0.6708e0
645.185	0.6900e0
645.222	0.7200e0
645.259	0.6699e0
645.296	0.6337e0
645.333	0.6258e0
645.370	0.6777e0
645.407	0.7035e0
645.444	0.7174e0
645.481	0.7155e0
645.519	0.6888e0
645.556	0.7674e0
645.593	0.6759e0
645.630	0.6814e0
645.667	0.6858e0
645.704	0.6655e0
645.741	0.6771e0
645.778	0.7166e0
645.815	0.7075e0
645.852	0.7043e0
645.889	0.7613e0
645.926	0.7054e0
645.963	0.7316e0
646.000	0.7099e0
646.037	0.7370e0
646.074	0.7162e0
646.111	0.6852e0
646.148	0.7769e0
646.185	0.6944e0
646.222	0.6918e0
646.259	0.6877e0
646.296	0.6610e0
646.333	0.7422e0
646.370	0.6671e0
646.407	0.6771e0
646.444	0.6981e0
646.481	0.6826e0
646.519	0.6811e0
646.556	0.6759e0
646.593	0.6735e0
646.630	0.6725e0
646.667	0.7280e0
646.704	0.6661e0
646.741	0.7224e0
646.778	0.6996e0
646.815	0.7174e0
646.852	0.7192e0
646.889	0.7679e0
646.926	0.7658e0
646.963	0.7369e0
647.000	0.7425e0
647.037	0.7890e0
647.074	0.7364e0
647.111	0.7208e0
647.148	0.6798e0
647.185	0.6474e0
647.222	0.7124e0
647.259	0.6948e0
647.296	0.7176e0
647.333	0.6887e0
647.370	0.6464e0
647.407	0.7315e0
647.444	0.7412e0
647.481	0.7016e0
647.519	0.7411e0
647.556	0.7853e0
647.593	0.7802e0
647.630	0.8004e0
647.667	0.7908e0
647.704	0.7703e0
647.741	0.7244e0
647.778	0.7437e0
647.815	0.7211e0
647.852	0.6902e0
647.889	0.6541e0
647.926	0.6955e0
647.963	0.7501e0
648.000	0.6855e0
648.037	0.6709e0
648.074	0.6793e0
648.111	0.7387e0
648.148	0.6800e0
648.185	0.7178e0
648.222	0.6944e0
648.259	0.7344e0
648.296	0.6903e0
648.333	0.7059e0
648.370	0.6855e0
648.407	0.6158e0
648.444	0.6459e0
648.481	0.7013e0
648.519	0.7118e0
648.556	0.7263e0
648.593	0.6831e0
648.630	0.7425e0
648.667	0.6815e0
648.704	0.6624e0
648.741	0.6990e0
648.778	0.7294e0
648.815	0.7434e0
648.852	0.7262e0
648.889	0.7264e0
648.926	0.7386e0
648.963	0.7830e0
649.000	0.7424e0
649.037	0.7537e0
649.074	0.7346e0
649.111	0.7978e0
649.148	0.7500e0
649.185	0.6716e0
649.222	0.6796e0
649.259	0.6608e0
649.296	0.6936e0
649.333	0.6576e0
649.370	0.7130e0
649.407	0.7039e0
649.444	0.6866e0
649.481	0.7229e0
649.519	0.6709e0
649.556	0.6541e0
649.593	0.7110e0
649.630	0.7024e0
649.667	0.7337e0
649.704	0.7516e0
649.741	0.7257e0
649.778	0.7141e0
649.815	0.7645e0
649.852	0.6814e0
649.889	0.6265e0
649.926	0.6344e0
649.963	0.6350e0
650.000	0.6285e0
650.037	0.6242e0
650.074	0.6721e0
650.111	0.6761e0
650.148	0.6456e0
650.185	0.7036e0
650.222	0.6813e0
650.259	0.6676e0
650.296	0.6811e0
650.333	0.6542e0
650.370	0.6976e0
650.407	0.7448e0
650.444	0.6856e0
650.481	0.6933e0
650.519	0.6730e0
650.556	0.6891e0
650.593	0.7110e0
650.630	0.8431e0
650.667	0.6471e0
650.704	0.6906e0
650.741	0.7512e0
650.778	0.6926e0
650.815	0.6833e0
650.852	0.7041e0
650.889	0.6909e0
650.926	0.6844e0
650.963	0.7043e0
651.000	0.7007e0
651.037	0.6840e0
651.074	0.6701e0
651.111	0.7082e0
651.148	0.6520e0
651.185	0.6536e0
651.222	0.7043e0
651.259	0.6839e0
651.296	0.6479e0
651.333	0.7021e0
651.370	0.7108e0
651.407	0.7212e0
651.444	0.7083e0
651.481	0.7049e0
651.519	0.7167e0
651.556	0.7205e0
651.593	0.7660e0
651.630	0.7148e0
651.667	0.7162e0
651.704	0.7346e0
651.741	0.7373e0
651.778	0.7544e0
651.815	0.7374e0
651.852	0.7672e0
651.889	0.7490e0
651.926	0.7312e0
651.963	0.7507e0
652.000	0.7365e0
652.037	0.6915e0
652.074	0.6748e0
652.111	0.6715e0
652.148	0.6853e0
652.185	0.7299e0
652.222	0.7631e0
652.259	0.7236e0
652.296	0.7800e0
652.333	0.7763e0
652.370	0.7235e0
652.407	0.6725e0
652.444	0.6900e0
652.481	0.6647e0
652.519	0.6790e0
652.556	0.6603e0
652.593	0.6212e0
652.630	0.6338e0
652.667	0.6488e0
652.704	0.6670e0
652.741	0.6517e0
652.778	0.6724e0
652.815	0.6494e0
652.852	0.6143e0
652.889	0.7010e0
652.926	0.7790e0
652.963	0.7031e0
653.000	0.7008e0
653.037	0.6747e0
653.074	0.7206e0
653.111	0.6530e0
653.148	0.6347e0
653.185	0.6773e0
653.222	0.6513e0
653.259	0.7185e0
653.296	0.6607e0
653.333	0.6719e0
653.370	0.6393e0
653.407	0.6847e0
653.444	0.6979e0
653.481	0.7257e0
653.519	0.7318e0
653.556	0.6798e0
653.593	0.7086e0
653.630	0.7672e0
653.667	0.7561e0
653.704	0.7708e0
653.741	0.7425e0
653.778	0.7418e0
653.815	0.7371e0
653.852	0.6771e0
653.889	0.7144e0
653.926	0.6968e0
653.963	0.6710e0
654.000	0.6887e0
654.037	0.6312e0
654.074	0.6437e0
654.111	0.6188e0
654.148	0.6291e0
654.185	0.7156e0
654.222	0.6562e0
654.259	0.6579e0
654.296	0.7201e0
654.333	0.6549e0
654.370	0.6915e0
654.407	0.7509e0
654.444	0.7010e0
654.481	0.7762e0
654.519	0.7079e0
654.556	0.7854e0
654.593	0.7282e0
654.630	0.7791e0
654.667	0.7246e0
654.704	0.7586e0
654.741	0.7605e0
654.778	0.7341e0
654.815	0.7685e0
654.852	0.7711e0
654.889	0.7649e0
654.926	0.7167e0
